model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
sf3d_only,arctic,s07_notebook/notebook_use_02_s01_f00087,1,0.7704,1,0.31345,0.19020,0.48702,0.40205,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s01_f00087,1,0.9519,1,0.06689,0.49543,0.54429,0.40205,0.8747
dense,arctic,s07_notebook/notebook_use_02_s01_f00087,1,0.9526,1,0.16140,0.13420,0.27404,0.40205,0.7780
sf3d_only,arctic,s07_notebook/notebook_use_02_s02_f00170,1,0.6542,1,0.46954,0.69905,0.48563,0.48490,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s02_f00170,1,0.9474,1,0.08556,0.40949,0.32605,0.48490,0.9011
dense,arctic,s07_notebook/notebook_use_02_s02_f00170,1,0.9379,1,0.16174,0.33147,0.22646,0.48490,0.7337
sf3d_only,arctic,s07_notebook/notebook_use_02_s04_f00273,1,0.3827,0,0.17692,0.50441,0.54134,0.08415,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s04_f00273,1,0.9416,1,0.32059,0.19462,0.27663,0.08415,0.3146
dense,arctic,s07_notebook/notebook_use_02_s04_f00273,1,0.9591,1,0.17078,0.09809,0.09576,0.08415,0.1411
sf3d_only,arctic,s07_notebook/notebook_use_02_s05_f00302,1,0.6237,1,0.39031,0.22101,0.41148,0.13828,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s05_f00302,1,0.9557,1,0.13667,0.31659,0.32557,0.13828,0.9200
dense,arctic,s07_notebook/notebook_use_02_s05_f00302,1,0.9475,1,0.19827,0.22261,0.07389,0.13828,0.7038
sf3d_only,arctic,s07_notebook/notebook_use_02_s07_f00386,1,0.3783,0,0.36893,0.47823,0.73489,0.37867,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s07_f00386,1,0.9578,1,0.16490,0.32724,0.46937,0.37867,0.9001
dense,arctic,s07_notebook/notebook_use_02_s07_f00386,1,0.9435,1,0.23830,0.09137,0.32945,0.37867,0.6553
sf3d_only,arctic,s07_notebook/notebook_use_02_s08_f00445,1,0.7166,1,0.20556,0.14416,0.07786,0.18442,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s08_f00445,1,0.9532,1,0.05983,0.10403,0.14437,0.18442,0.6716
dense,arctic,s07_notebook/notebook_use_02_s08_f00445,1,0.9536,1,0.03669,0.25567,0.24582,0.18442,0.5106
sf3d_only,arctic,s07_notebook/notebook_use_02_s09_f00472,1,0.8987,1,0.29133,0.11088,0.31976,0.12716,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s09_f00472,1,0.9542,1,0.08914,0.36713,0.42684,0.12716,0.8844
dense,arctic,s07_notebook/notebook_use_02_s09_f00472,1,0.9407,1,0.16725,0.12327,0.07173,0.12716,0.8314
sf3d_only,arctic,s07_notebook/notebook_use_02_s10_f00592,1,0.7507,1,0.35860,0.48348,0.12944,0.11283,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s10_f00592,1,0.9465,1,0.02992,0.60349,0.59179,0.11283,0.8851
dense,arctic,s07_notebook/notebook_use_02_s10_f00592,1,0.9381,1,0.07047,0.25598,0.22428,0.11283,0.6673
sf3d_only,arctic,s07_phone/phone_use_01_s00_f00093,1,0.0540,0,0.34460,0.16248,0.23976,0.49249,0.0000
noproj,arctic,s07_phone/phone_use_01_s00_f00093,1,0.9536,1,0.00622,0.46006,0.46624,0.49249,0.8824
dense,arctic,s07_phone/phone_use_01_s00_f00093,1,0.9550,1,0.00941,0.13591,0.14461,0.49249,0.7365
sf3d_only,arctic,s07_phone/phone_use_01_s01_f00162,1,0.2989,0,0.10177,0.38571,0.33067,0.26244,0.0533
noproj,arctic,s07_phone/phone_use_01_s01_f00162,1,0.9370,1,0.05851,0.15306,0.12660,0.26244,0.2526
dense,arctic,s07_phone/phone_use_01_s01_f00162,1,0.9358,1,0.02763,0.16887,0.14326,0.26244,0.2468
sf3d_only,arctic,s07_phone/phone_use_01_s02_f00252,1,0.0604,0,0.23639,0.15072,0.32217,0.29621,0.0013
noproj,arctic,s07_phone/phone_use_01_s02_f00252,1,0.9507,1,0.01505,0.34069,0.35348,0.29621,0.6854
dense,arctic,s07_phone/phone_use_01_s02_f00252,1,0.9606,1,0.04785,0.27267,0.30203,0.29621,0.2017
sf3d_only,arctic,s07_phone/phone_use_01_s03_f00339,1,0.5268,1,0.12765,0.21945,0.24069,0.40689,0.0000
noproj,arctic,s07_phone/phone_use_01_s03_f00339,1,0.9472,1,0.03137,0.10371,0.13446,0.40689,0.8091
dense,arctic,s07_phone/phone_use_01_s03_f00339,1,0.9430,1,0.01975,0.10782,0.08921,0.40689,0.6941
sf3d_only,arctic,s07_phone/phone_use_01_s04_f00417,1,0.0573,0,0.23294,0.41601,0.21192,0.12427,0.0000
noproj,arctic,s07_phone/phone_use_01_s04_f00417,1,0.9530,1,0.36515,0.58499,0.22010,0.12427,0.6372
dense,arctic,s07_phone/phone_use_01_s04_f00417,1,0.9520,1,0.32661,0.43306,0.26499,0.12427,0.6044
sf3d_only,arctic,s07_phone/phone_use_01_s05_f00470,1,0.4803,0,0.16170,0.38099,0.24524,0.10852,0.0000
noproj,arctic,s07_phone/phone_use_01_s05_f00470,1,0.9470,1,0.03175,0.24789,0.21965,0.10852,0.6564
dense,arctic,s07_phone/phone_use_01_s05_f00470,1,0.9470,1,0.11815,0.27404,0.17972,0.10852,0.3741
sf3d_only,arctic,s07_phone/phone_use_01_s06_f00510,1,0.0503,0,0.31536,0.33250,0.17995,0.49419,0.0000
noproj,arctic,s07_phone/phone_use_01_s06_f00510,1,0.9473,1,0.04527,0.48587,0.53018,0.49419,0.7984
dense,arctic,s07_phone/phone_use_01_s06_f00510,1,0.9559,1,0.06288,0.13506,0.16713,0.49419,0.6796
sf3d_only,arctic,s07_phone/phone_use_01_s07_f00579,1,0.4771,0,0.09562,0.29446,0.19887,0.28044,0.0319
noproj,arctic,s07_phone/phone_use_01_s07_f00579,1,0.9477,1,0.16018,0.58495,0.46260,0.28044,0.6463
dense,arctic,s07_phone/phone_use_01_s07_f00579,1,0.9508,1,0.12220,0.37478,0.27485,0.28044,0.7078
sf3d_only,arctic,s07_phone/phone_use_02_s00_f00130,1,0.0445,0,0.33289,0.22897,0.43155,0.47572,0.0000
noproj,arctic,s07_phone/phone_use_02_s00_f00130,1,0.9528,1,0.00921,0.60965,0.61885,0.47572,0.8339
dense,arctic,s07_phone/phone_use_02_s00_f00130,1,0.9550,1,0.00374,0.38032,0.38139,0.47572,0.6015
sf3d_only,arctic,s07_phone/phone_use_02_s01_f00175,1,0.4565,0,0.18280,0.50379,0.32401,0.53705,0.0000
noproj,arctic,s07_phone/phone_use_02_s01_f00175,1,0.9474,1,0.11961,0.48432,0.39066,0.53705,0.6631
dense,arctic,s07_phone/phone_use_02_s01_f00175,1,0.9418,1,0.02121,0.49069,0.47090,0.53705,0.7190
sf3d_only,arctic,s07_phone/phone_use_02_s02_f00241,1,0.0460,0,0.29285,0.13100,0.18667,0.32455,0.0000
noproj,arctic,s07_phone/phone_use_02_s02_f00241,1,0.9450,1,0.02619,0.32072,0.33873,0.32455,0.8624
dense,arctic,s07_phone/phone_use_02_s02_f00241,1,0.9311,1,0.04436,0.13879,0.13975,0.32455,0.6829
sf3d_only,arctic,s07_phone/phone_use_02_s03_f00292,1,0.6028,1,0.10249,0.06348,0.13944,0.45471,0.0038
noproj,arctic,s07_phone/phone_use_02_s03_f00292,1,0.9471,1,0.00508,0.14691,0.15147,0.45471,0.7059
dense,arctic,s07_phone/phone_use_02_s03_f00292,1,0.9321,1,0.00958,0.16503,0.17347,0.45471,0.6498
sf3d_only,arctic,s07_phone/phone_use_02_s04_f00336,1,0.0421,0,0.31965,0.56701,0.61086,0.62518,0.0000
noproj,arctic,s07_phone/phone_use_02_s04_f00336,1,0.9443,1,0.02831,0.66394,0.69068,0.62518,0.8979
dense,arctic,s07_phone/phone_use_02_s04_f00336,1,0.9294,1,0.03968,0.46666,0.50556,0.62518,0.7423
sf3d_only,arctic,s07_phone/phone_use_02_s05_f00407,1,0.3250,0,0.15700,0.27118,0.22820,0.16301,0.0000
noproj,arctic,s07_phone/phone_use_02_s05_f00407,1,0.9435,1,0.02157,0.09663,0.11655,0.16301,0.5735
dense,arctic,s07_phone/phone_use_02_s05_f00407,1,0.9383,1,0.02452,0.16434,0.17370,0.16301,0.5861
sf3d_only,arctic,s07_phone/phone_use_02_s06_f00516,1,0.0446,0,0.38244,0.19673,0.39793,0.60460,0.0000
noproj,arctic,s07_phone/phone_use_02_s06_f00516,1,0.9474,1,0.01262,0.07545,0.08526,0.60460,0.8445
dense,arctic,s07_phone/phone_use_02_s06_f00516,1,0.9578,1,0.01153,0.08272,0.08453,0.60460,0.6572
sf3d_only,arctic,s07_phone/phone_use_02_s07_f00593,1,0.3468,0,0.12080,0.37754,0.32880,0.23260,0.0282
noproj,arctic,s07_phone/phone_use_02_s07_f00593,1,0.9453,1,0.02118,0.15408,0.16753,0.23260,0.4126
dense,arctic,s07_phone/phone_use_02_s07_f00593,1,0.9387,1,0.03423,0.18730,0.21949,0.23260,0.4866
sf3d_only,arctic,s07_phone/phone_use_02_s08_f00681,1,0.0467,0,0.27531,0.26630,0.33214,0.64525,0.0000
noproj,arctic,s07_phone/phone_use_02_s08_f00681,1,0.9483,1,0.03622,0.14756,0.17593,0.64525,0.8246
dense,arctic,s07_phone/phone_use_02_s08_f00681,1,0.9555,1,0.02350,0.24170,0.22226,0.64525,0.7242
sf3d_only,arctic,s07_phone/phone_use_02_s09_f00813,1,0.6932,1,0.11681,0.45954,0.34954,0.11789,0.0000
noproj,arctic,s07_phone/phone_use_02_s09_f00813,1,0.9471,1,0.01512,0.09831,0.10734,0.11789,0.3472
dense,arctic,s07_phone/phone_use_02_s09_f00813,1,0.9511,1,0.03714,0.12227,0.12219,0.11789,0.5376
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s00_f00065,1,0.0885,0,0.29031,0.33813,0.31441,0.24763,0.3916
noproj,arctic,s08_espressomachine/espressomachine_use_01_s00_f00065,1,0.9432,1,0.02130,0.37890,0.40013,0.24763,0.7252
dense,arctic,s08_espressomachine/espressomachine_use_01_s00_f00065,1,0.9501,1,0.01316,0.04117,0.05101,0.24763,0.5565
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s01_f00084,1,0.0659,0,0.20310,0.47868,0.28732,0.29809,0.0069
noproj,arctic,s08_espressomachine/espressomachine_use_01_s01_f00084,1,0.9397,1,0.02360,0.07753,0.08688,0.29809,0.6179
dense,arctic,s08_espressomachine/espressomachine_use_01_s01_f00084,1,0.9462,1,0.02505,0.18007,0.15504,0.29809,0.4527
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s02_f00276,1,0.0885,0,0.33192,0.31731,0.17392,0.28493,0.2679
noproj,arctic,s08_espressomachine/espressomachine_use_01_s02_f00276,1,0.9414,1,0.00941,0.42997,0.43375,0.28493,0.7638
dense,arctic,s08_espressomachine/espressomachine_use_01_s02_f00276,1,0.9365,1,0.01869,0.08844,0.07181,0.28493,0.5934
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s03_f00290,1,0.0656,0,0.25165,0.48535,0.26384,0.30615,0.0796
noproj,arctic,s08_espressomachine/espressomachine_use_01_s03_f00290,1,0.9394,1,0.01064,0.06203,0.05627,0.30615,0.6671
dense,arctic,s08_espressomachine/espressomachine_use_01_s03_f00290,1,0.9466,1,0.03332,0.14460,0.16799,0.30615,0.6212
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s04_f00454,1,0.0851,0,0.14270,0.38077,0.45912,0.45549,0.1641
noproj,arctic,s08_espressomachine/espressomachine_use_01_s04_f00454,1,0.9424,1,0.01861,0.61924,0.63416,0.45549,0.6614
dense,arctic,s08_espressomachine/espressomachine_use_01_s04_f00454,1,0.9495,1,0.02259,0.19205,0.20437,0.45549,0.5231
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s05_f00489,1,0.0689,0,0.21405,0.45428,0.38262,0.41449,0.0708
noproj,arctic,s08_espressomachine/espressomachine_use_01_s05_f00489,1,0.9362,1,0.04475,0.16518,0.18764,0.41449,0.4634
dense,arctic,s08_espressomachine/espressomachine_use_01_s05_f00489,1,0.9246,1,0.03474,0.15793,0.18561,0.41449,0.3934
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s06_f00522,1,0.0732,0,0.21170,0.16751,0.30191,0.39891,0.4322
noproj,arctic,s08_espressomachine/espressomachine_use_01_s06_f00522,1,0.9410,1,0.03665,0.54542,0.57942,0.39891,0.7137
dense,arctic,s08_espressomachine/espressomachine_use_01_s06_f00522,1,0.9484,1,0.02007,0.14880,0.16114,0.39891,0.5759
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s07_f00585,1,0.0687,0,0.15991,0.58059,0.44483,0.40077,0.0103
noproj,arctic,s08_espressomachine/espressomachine_use_01_s07_f00585,1,0.9442,1,0.02728,0.38777,0.37451,0.40077,0.4774
dense,arctic,s08_espressomachine/espressomachine_use_01_s07_f00585,1,0.9316,1,0.03412,0.22176,0.21098,0.40077,0.3257
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s08_f00614,1,0.0876,0,0.14548,0.31227,0.37048,0.38181,0.4943
noproj,arctic,s08_espressomachine/espressomachine_use_01_s08_f00614,1,0.9401,1,0.02670,0.51573,0.54111,0.38181,0.7377
dense,arctic,s08_espressomachine/espressomachine_use_01_s08_f00614,1,0.9477,1,0.02507,0.13121,0.14876,0.38181,0.7028
sf3d_only,arctic,s08_espressomachine/espressomachine_use_01_s09_f00649,1,0.0776,0,0.21526,0.40730,0.24630,0.24446,0.0808
noproj,arctic,s08_espressomachine/espressomachine_use_01_s09_f00649,1,0.9374,1,0.00235,0.01136,0.00923,0.24446,0.6202
dense,arctic,s08_espressomachine/espressomachine_use_01_s09_f00649,1,0.9391,1,0.00852,0.06125,0.05378,0.24446,0.4213
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s00_f00108,1,0.0807,0,0.27171,0.18011,0.18031,0.30230,0.4282
noproj,arctic,s08_espressomachine/espressomachine_use_02_s00_f00108,1,0.9383,1,0.00766,0.47470,0.47671,0.30230,0.6920
dense,arctic,s08_espressomachine/espressomachine_use_02_s00_f00108,1,0.9435,1,0.01068,0.08688,0.07675,0.30230,0.5994
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s01_f00132,1,0.0779,0,0.22161,0.46175,0.32742,0.27872,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_02_s01_f00132,1,0.9391,1,0.00386,0.05401,0.05758,0.27872,0.6548
dense,arctic,s08_espressomachine/espressomachine_use_02_s01_f00132,1,0.9507,1,0.01794,0.09433,0.10450,0.27872,0.3863
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s02_f00153,1,0.0903,0,0.41080,0.39433,0.17011,0.24664,0.1223
noproj,arctic,s08_espressomachine/espressomachine_use_02_s02_f00153,1,0.9402,1,0.01920,0.44710,0.46512,0.24664,0.6669
dense,arctic,s08_espressomachine/espressomachine_use_02_s02_f00153,1,0.9410,1,0.00566,0.06702,0.07259,0.24664,0.6539
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s03_f00171,1,0.0666,0,0.25976,0.47374,0.23164,0.19434,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_02_s03_f00171,1,0.9412,1,0.00516,0.06954,0.06461,0.19434,0.6857
dense,arctic,s08_espressomachine/espressomachine_use_02_s03_f00171,1,0.9451,1,0.02957,0.05417,0.07990,0.19434,0.5686
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s04_f00280,1,0.0739,0,0.17575,0.32414,0.22406,0.25271,0.2064
noproj,arctic,s08_espressomachine/espressomachine_use_02_s04_f00280,1,0.9394,1,0.04492,0.35000,0.34497,0.25271,0.5710
dense,arctic,s08_espressomachine/espressomachine_use_02_s04_f00280,1,0.9477,1,0.05500,0.17933,0.13218,0.25271,0.0505
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s05_f00320,1,0.0720,0,0.26308,0.45137,0.20596,0.18325,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_02_s05_f00320,1,0.9431,1,0.01017,0.15771,0.16261,0.18325,0.6331
dense,arctic,s08_espressomachine/espressomachine_use_02_s05_f00320,1,0.9461,1,0.01850,0.07171,0.07235,0.18325,0.4881
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s06_f00334,1,0.0706,0,0.19944,0.17025,0.14463,0.26073,0.2941
noproj,arctic,s08_espressomachine/espressomachine_use_02_s06_f00334,1,0.9429,1,0.01521,0.41401,0.42727,0.26073,0.6215
dense,arctic,s08_espressomachine/espressomachine_use_02_s06_f00334,1,0.9503,1,0.02073,0.06881,0.05549,0.26073,0.5271
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s07_f00351,1,0.0668,0,0.20064,0.44803,0.28662,0.28320,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_02_s07_f00351,1,0.9417,1,0.00078,0.05057,0.04982,0.28320,0.5274
dense,arctic,s08_espressomachine/espressomachine_use_02_s07_f00351,1,0.9510,1,0.02714,0.08665,0.09993,0.28320,0.3907
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s08_f00422,1,0.0856,0,0.32882,0.25961,0.13870,0.28261,0.1908
noproj,arctic,s08_espressomachine/espressomachine_use_02_s08_f00422,1,0.9410,1,0.00778,0.50179,0.50877,0.28261,0.8063
dense,arctic,s08_espressomachine/espressomachine_use_02_s08_f00422,1,0.9422,1,0.02079,0.06469,0.07237,0.28261,0.6990
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s09_f00505,1,0.0632,0,0.21042,0.43362,0.26465,0.26071,0.0565
noproj,arctic,s08_espressomachine/espressomachine_use_02_s09_f00505,1,0.9369,1,0.01808,0.03217,0.03128,0.26071,0.6552
dense,arctic,s08_espressomachine/espressomachine_use_02_s09_f00505,1,0.9499,1,0.02235,0.07041,0.09259,0.26071,0.4013
sf3d_only,arctic,s08_espressomachine/espressomachine_use_02_s10_f00586,1,0.0898,0,0.23601,0.27452,0.18510,0.19683,0.3655
noproj,arctic,s08_espressomachine/espressomachine_use_02_s10_f00586,1,0.9392,1,0.01803,0.31333,0.31699,0.19683,0.6831
dense,arctic,s08_espressomachine/espressomachine_use_02_s10_f00586,1,0.9461,1,0.02814,0.08137,0.05460,0.19683,0.6815
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s00_f00039,1,0.0676,0,0.23642,0.47118,0.25052,0.19161,0.0743
noproj,arctic,s08_espressomachine/espressomachine_use_03_s00_f00039,1,0.9424,1,0.00587,0.11357,0.10867,0.19161,0.6636
dense,arctic,s08_espressomachine/espressomachine_use_03_s00_f00039,1,0.9440,1,0.02952,0.06440,0.06458,0.19161,0.6998
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s01_f00051,1,0.0979,0,0.38277,0.39747,0.20956,0.24110,0.2678
noproj,arctic,s08_espressomachine/espressomachine_use_03_s01_f00051,1,0.9417,1,0.01260,0.45455,0.45163,0.24110,0.7737
dense,arctic,s08_espressomachine/espressomachine_use_03_s01_f00051,1,0.9434,1,0.02106,0.07404,0.05405,0.24110,0.6697
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s02_f00069,1,0.0778,0,0.20630,0.39680,0.24453,0.23156,0.0920
noproj,arctic,s08_espressomachine/espressomachine_use_03_s02_f00069,1,0.9426,1,0.01679,0.15110,0.13472,0.23156,0.5110
dense,arctic,s08_espressomachine/espressomachine_use_03_s02_f00069,1,0.9474,1,0.04566,0.04476,0.06223,0.23156,0.5780
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s03_f00088,1,0.0839,0,0.21474,0.31889,0.22048,0.36723,0.3506
noproj,arctic,s08_espressomachine/espressomachine_use_03_s03_f00088,1,0.9407,1,0.01955,0.49292,0.50487,0.36723,0.7875
dense,arctic,s08_espressomachine/espressomachine_use_03_s03_f00088,1,0.9436,1,0.00368,0.11905,0.12224,0.36723,0.6986
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s04_f00113,1,0.0685,0,0.24733,0.51752,0.30833,0.24575,0.0096
noproj,arctic,s08_espressomachine/espressomachine_use_03_s04_f00113,1,0.9344,1,0.05248,0.13708,0.08572,0.24575,0.6904
dense,arctic,s08_espressomachine/espressomachine_use_03_s04_f00113,1,0.9477,1,0.08971,0.07284,0.06378,0.24575,0.5607
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s05_f00181,1,0.0997,0,0.32763,0.41287,0.24577,0.26141,0.2968
noproj,arctic,s08_espressomachine/espressomachine_use_03_s05_f00181,1,0.9399,1,0.05464,0.40357,0.42214,0.26141,0.7931
dense,arctic,s08_espressomachine/espressomachine_use_03_s05_f00181,1,0.9469,1,0.02947,0.06501,0.05864,0.26141,0.6651
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s06_f00201,1,0.0728,0,0.19891,0.47245,0.28574,0.22967,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_03_s06_f00201,1,0.9399,1,0.01354,0.07543,0.07545,0.22967,0.6263
dense,arctic,s08_espressomachine/espressomachine_use_03_s06_f00201,1,0.9492,1,0.03986,0.06662,0.06032,0.22967,0.5341
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s07_f00238,1,0.0805,0,0.37720,0.41595,0.04944,0.16329,0.1471
noproj,arctic,s08_espressomachine/espressomachine_use_03_s07_f00238,1,0.9407,1,0.02336,0.33974,0.32174,0.16329,0.7699
dense,arctic,s08_espressomachine/espressomachine_use_03_s07_f00238,1,0.9437,1,0.01442,0.10161,0.09569,0.16329,0.6771
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s08_f00279,1,0.0701,0,0.12415,0.30613,0.19858,0.09360,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_03_s08_f00279,1,0.9423,1,0.02367,0.27089,0.29357,0.09360,0.7411
dense,arctic,s08_espressomachine/espressomachine_use_03_s08_f00279,1,0.9469,1,0.08981,0.16257,0.07428,0.09360,0.6386
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s09_f00294,1,0.0742,0,0.16060,0.34372,0.26195,0.15461,0.2778
noproj,arctic,s08_espressomachine/espressomachine_use_03_s09_f00294,1,0.9427,1,0.01699,0.37267,0.38413,0.15461,0.7140
dense,arctic,s08_espressomachine/espressomachine_use_03_s09_f00294,1,0.9471,1,0.04551,0.09816,0.05893,0.15461,0.6944
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s10_f00364,1,0.0758,0,0.24983,0.48802,0.24766,0.19844,0.0012
noproj,arctic,s08_espressomachine/espressomachine_use_03_s10_f00364,1,0.9400,1,0.15397,0.04025,0.12427,0.19844,0.5873
dense,arctic,s08_espressomachine/espressomachine_use_03_s10_f00364,1,0.9463,1,0.04884,0.07036,0.02682,0.19844,0.5111
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s11_f00392,1,0.0770,0,0.35918,0.46035,0.29225,0.21175,0.3119
noproj,arctic,s08_espressomachine/espressomachine_use_03_s11_f00392,1,0.9408,1,0.00831,0.44673,0.43859,0.21175,0.7472
dense,arctic,s08_espressomachine/espressomachine_use_03_s11_f00392,1,0.9392,1,0.01026,0.06191,0.06235,0.21175,0.6771
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s12_f00415,1,0.0600,0,0.24886,0.46434,0.25489,0.22127,0.0523
noproj,arctic,s08_espressomachine/espressomachine_use_03_s12_f00415,1,0.9429,1,0.00887,0.08231,0.07345,0.22127,0.7563
dense,arctic,s08_espressomachine/espressomachine_use_03_s12_f00415,1,0.9461,1,0.00892,0.09787,0.10639,0.22127,0.5759
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s13_f00430,1,0.0663,0,0.29906,0.41755,0.23623,0.15591,0.3730
noproj,arctic,s08_espressomachine/espressomachine_use_03_s13_f00430,1,0.9402,1,0.00877,0.38709,0.37960,0.15591,0.7103
dense,arctic,s08_espressomachine/espressomachine_use_03_s13_f00430,1,0.9417,1,0.01550,0.06725,0.07483,0.15591,0.6801
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s14_f00452,1,0.0579,0,0.15200,0.32621,0.19418,0.15956,0.0000
noproj,arctic,s08_espressomachine/espressomachine_use_03_s14_f00452,1,0.9413,1,0.01639,0.23012,0.21440,0.15956,0.7651
dense,arctic,s08_espressomachine/espressomachine_use_03_s14_f00452,1,0.9342,1,0.02534,0.02978,0.05382,0.15956,0.6217
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s15_f00466,1,0.0691,0,0.18486,0.28919,0.17493,0.18820,0.1631
noproj,arctic,s08_espressomachine/espressomachine_use_03_s15_f00466,1,0.9410,1,0.02416,0.43000,0.43834,0.18820,0.7305
dense,arctic,s08_espressomachine/espressomachine_use_03_s15_f00466,1,0.9489,1,0.01998,0.06823,0.08810,0.18820,0.5361
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s16_f00490,1,0.0704,0,0.27961,0.23833,0.05749,0.30831,0.2050
noproj,arctic,s08_espressomachine/espressomachine_use_03_s16_f00490,1,0.9384,1,0.02934,0.41080,0.43486,0.30831,0.7168
dense,arctic,s08_espressomachine/espressomachine_use_03_s16_f00490,1,0.9423,1,0.02088,0.03165,0.05171,0.30831,0.6088
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s17_f00543,1,0.0756,0,0.24759,0.47297,0.22896,0.22655,0.0588
noproj,arctic,s08_espressomachine/espressomachine_use_03_s17_f00543,1,0.9391,1,0.00903,0.12995,0.12201,0.22655,0.6466
dense,arctic,s08_espressomachine/espressomachine_use_03_s17_f00543,1,0.9482,1,0.01369,0.02819,0.01954,0.22655,0.5501
sf3d_only,arctic,s08_espressomachine/espressomachine_use_03_s18_f00559,1,0.0761,0,0.32716,0.30447,0.15710,0.20834,0.2576
noproj,arctic,s08_espressomachine/espressomachine_use_03_s18_f00559,1,0.9421,1,0.01129,0.39160,0.38075,0.20834,0.8059
dense,arctic,s08_espressomachine/espressomachine_use_03_s18_f00559,1,0.9438,1,0.03250,0.07489,0.05194,0.20834,0.6432
sf3d_only,arctic,s08_phone/phone_use_01_s00_f00073,1,0.0481,0,0.33557,0.15093,0.18681,0.30732,0.0000
noproj,arctic,s08_phone/phone_use_01_s00_f00073,1,0.9494,1,0.00863,0.34093,0.33370,0.30732,0.8891
dense,arctic,s08_phone/phone_use_01_s00_f00073,1,0.9648,1,0.00653,0.03016,0.03327,0.30732,0.7329
sf3d_only,arctic,s08_phone/phone_use_01_s01_f00097,1,0.3325,0,0.07269,0.12561,0.07875,0.11562,0.0000
noproj,arctic,s08_phone/phone_use_01_s01_f00097,1,0.9498,1,0.14536,0.28402,0.18705,0.11562,0.7794
